sample_id,lag_samples,lag_log_energy,mutual_information
S,178,0.4916554950613019,0.796388271977122
S,189,0.5220386998122812,0.7935020411848503
S,201,0.5551840140860769,0.797957969172316
S,213,0.5883293283598725,0.7925578133084707
S,225,0.6214746426336681,0.7671075453785949
S,236,0.6518578473846475,0.790988299776501
S,248,0.6850031616584431,0.7821545649702779
S,260,0.7181484759322387,0.7591216588130996
S,272,0.7512937902060344,0.7655962353961572
S,283,0.7816769949570137,0.7775181419506989
S,295,0.8148223092308093,0.7545474611847602
S,307,0.847967623504605,0.759488515828334
S,319,0.8811129377784006,0.7828975660446869
S,330,0.9114961425293799,0.7580614641650811
S,342,0.9446414568031756,0.7695211183103412
S,354,0.9777867710769712,0.7825615410058848
S,366,1.0109320853507668,0.7494396162844739
S,377,1.0413152901017462,0.7562126701668843
S,389,1.0744606043755418,0.7471770708268437
S,401,1.1076059186493374,0.739873323859622
S,413,1.140751232923133,0.7324058147317674
S,424,1.1711344376741124,0.7225722365123417
S,436,1.204279751947908,0.74117985006023
S,448,1.2374250662217037,0.7292315693520139
S,460,1.2705703804954993,0.7467991432410654
S,471,1.3009535852464786,0.7298945174547669
S,483,1.3340988995202743,0.6928729085816272
S,495,1.36724421379407,0.7423975536777743
S,507,1.4003895280678655,0.7080013765578492
S,518,1.4307727328188449,0.7045948000715674
S,530,1.4639180470926405,0.709524475988399
S,542,1.4970633613664361,0.6978097074590464
S,554,1.5302086756402318,0.6943310980950459
S,565,1.560591880391211,0.6974970117516639
S,577,1.5937371946650067,0.6816270780251887
S,589,1.6268825089388024,0.6857682837008259
S,601,1.660027823212598,0.6736743901760684
S,612,1.6904110279635773,0.665551728861348
S,624,1.723556342237373,0.6550243755352874
S,636,1.7567016565111686,0.6285881426336593
S,648,1.7898469707849642,0.6402146295550946
S,659,1.8202301755359436,0.6272573508837311
S,671,1.8533754898097392,0.6166900000310491
S,683,1.8865208040835348,0.6284239140368211
S,695,1.9196661183573305,0.6223949367485169
S,706,1.9500493231083098,0.6205602290224022
S,718,1.9831946373821054,0.6087706408453624
S,730,2.016339951655901,0.6226619488065843
S,742,2.0494852659296967,0.5904518855106256
S,753,2.079868470680676,0.6056778005704979
S,765,2.1130137849544717,0.5783118021411466
S,777,2.1461590992282673,0.5810704670279279
S,789,2.179304413502063,0.5683918330609776
S,800,2.2096876182530423,0.5951043106262173
S,812,2.242832932526838,0.5906114565699365
S,824,2.2759782468006335,0.5891651624465606
S,836,2.309123561074429,0.5802767734944725
S,847,2.3395067658254085,0.5844907433399786
S,859,2.372652080099204,0.5503270200164243
S,871,2.4057973943729998,0.565080294528947
S,883,2.4389427086467954,0.5551397227124335
S,894,2.4693259133977747,0.5567126817249006
S,906,2.5024712276715704,0.5600481021453341
S,918,2.535616541945366,0.5370839275866492
S,930,2.5687618562191616,0.536067863796708
S,941,2.599145060970141,0.5324659001002798
S,953,2.6322903752439366,0.5091042959674743
S,965,2.6654356895177322,0.5230245239903146
S,977,2.698581003791528,0.5082153112660359
S,988,2.728964208542507,0.5195614013544381
S,1000,2.762109522816303,0.4966419220016185
T,25,0.06905273807040757,0.8474092003379461
T,36,0.0994359428213869,0.8345475947310907
