K,final_state_bin_center,avg_probability,avg_probability_after_extra_iterations
0.8458134067357135,0.33928571428571425,0.016063492063492054,0.08704761904761901
0.8458134067357135,0.375,0.014793650793650784,0.015746031746031737
0.8458134067357135,0.4107142857142857,0.0297142857142857,0.012888888888888884
0.8458134067357135,0.4464285714285714,0.036380952380952354,0.013650793650793644
0.8458134067357135,0.4821428571428571,0.03365079365079363,0.015619047619047609
0.8458134067357135,0.5178571428571428,0.02660317460317459,0.05174603174603173
0.8458134067357135,0.5535714285714286,0.013523809523809516,0.042793650793650766
0.8458134067357135,0.5892857142857142,0.009841269841269836,0.012444444444444439
0.8458134067357135,0.625,0.012380952380952374,0.008063492063492059
0.8458134067357135,0.6607142857142856,0.020571428571428563,0.00603174603174603
0.8458134067357135,0.6964285714285714,0.029904761904761892,0.005968253968253966
0.8458134067357135,0.7321428571428571,0.037142857142857116,0.008063492063492059
0.8458134067357135,0.7678571428571428,0.04533333333333331,0.0062857142857142825
0.8458134067357135,0.8035714285714286,0.0542222222222222,0.011619047619047614
0.8458134067357135,0.8392857142857142,0.058158730158730125,0.014984126984126976
0.8458134067357135,0.875,0.05168253968253965,0.04190476190476188
0.8458134067357135,0.9107142857142856,0.039619047619047595,0.057269841269841235
0.8458134067357135,0.9464285714285714,0.029841269841269828,0.03447619047619046
0.8458134067357135,0.9821428571428571,0.02463492063492062,0.01942857142857142
0.966643893412244,0.017857142857142856,0.0549206349206349,0.009206349206349202
0.966643893412244,0.05357142857142857,0.028571428571428557,0.006095238095238094
0.966643893412244,0.08928571428571427,0.026158730158730145,0.004253968253968252
0.966643893412244,0.125,0.0297142857142857,0.006222222222222219
0.966643893412244,0.1607142857142857,0.0474285714285714,0.015809523809523805
0.966643893412244,0.1964285714285714,0.023301587301587292,0.010158730158730154
0.966643893412244,0.23214285714285715,0.03219047619047617,0.021079365079365073
0.966643893412244,0.26785714285714285,0.028126984126984104,0.04114285714285712
0.966643893412244,0.30357142857142855,0.02749206349206348,0.41873015873015856
0.966643893412244,0.33928571428571425,0.02768253968253967,0.059873015873015856
0.966643893412244,0.375,0.03288888888888888,0.007301587301587297
0.966643893412244,0.4107142857142857,0.026920634920634907,0.00495238095238095
0.966643893412244,0.4464285714285714,0.023936507936507923,0.005587301587301585
0.966643893412244,0.4821428571428571,0.02406349206349205,0.017968253968253956
0.966643893412244,0.5178571428571428,0.024698412698412688,0.09828571428571424
0.966643893412244,0.5535714285714286,0.020317460317460307,0.0066031746031746
0.966643893412244,0.5892857142857142,0.036888888888888874,0.005650793650793648
0.966643893412244,0.625,0.019047619047619042,0.002222222222222221
